,day,cost_phones,cost_cases,cost_accessories,group
3800,3,30700,1500,0,pilot
3801,3,9400,0,0,pilot
3802,3,56200,0,0,pilot
3803,3,70300,0,0,pilot
3804,3,18300,0,0,pilot
3805,3,46800,0,0,pilot
3806,3,43000,2400,0,pilot
3807,3,43000,1200,0,pilot
3808,3,17500,2000,0,pilot
3809,3,48400,2400,0,pilot
3810,3,37800,0,0,pilot
3811,3,26600,1600,2700,pilot
3812,3,11500,1500,0,pilot
3813,3,43100,0,0,pilot
3814,3,59700,2100,0,pilot
3815,3,43900,2100,0,pilot
3816,3,12800,0,2800,pilot
3817,3,56400,0,3900,pilot
3818,3,24400,2000,0,pilot
3819,3,5700,0,0,pilot
3820,3,47800,0,0,pilot
3821,3,33700,0,0,pilot
3822,3,37600,0,0,pilot
3823,3,21800,2000,0,pilot
3824,3,35800,1200,0,pilot
3825,3,34000,2000,4000,pilot
3826,3,36900,0,0,pilot
3827,3,64500,0,0,pilot
3828,3,76800,2600,0,pilot
3829,3,73300,0,4700,pilot
3830,3,56600,1600,0,pilot
3831,3,16000,0,0,pilot
3832,3,25500,0,0,pilot
3833,3,29200,2600,0,pilot
3834,3,57000,0,0,pilot
3835,3,28600,2500,0,pilot
3836,3,75500,2300,0,pilot
3837,3,4500,1900,0,pilot
3838,3,66900,0,0,pilot
3839,3,37600,1200,0,pilot
3840,3,56800,0,0,pilot
3841,3,12300,2000,0,pilot
3842,3,52900,2300,0,pilot
3843,3,58900,0,0,pilot
3844,3,34900,0,0,pilot
3845,3,36800,2100,0,pilot
3846,3,35200,0,0,pilot
3847,3,15200,0,0,pilot
3848,3,23700,0,4900,pilot
3849,3,101600,0,4100,pilot
3850,3,62500,2000,2800,pilot
3851,3,10700,1300,2400,pilot
3852,3,21000,0,0,pilot
3853,3,22200,0,0,pilot
3854,3,56100,2400,0,pilot
3855,3,35800,0,0,pilot
3856,3,63700,0,1100,pilot
3857,3,27400,0,0,pilot
3858,3,6800,0,0,pilot
3859,3,37100,1900,0,pilot
3860,3,44600,2000,3400,pilot
3861,3,38500,0,0,pilot
3862,4,9400,0,0,pilot
3863,4,22000,0,3400,pilot
3864,4,25000,0,0,pilot
3865,4,47900,0,0,pilot
3866,4,46600,0,3700,pilot
3867,4,54000,0,2800,pilot
3868,4,17300,0,0,pilot
3869,4,56700,2300,3100,pilot
3870,4,14700,2300,0,pilot
3871,4,26900,0,0,pilot
3872,4,35400,2300,0,pilot
3873,4,14000,0,0,pilot
3874,4,47700,1700,0,pilot
3875,4,27300,0,2600,pilot
3876,4,9700,2800,0,pilot
3877,4,14200,0,0,pilot
3878,4,13800,2100,0,pilot
3879,4,47100,2500,1600,pilot
3880,4,40100,0,4500,pilot
3881,4,53800,0,0,pilot
3882,4,14100,1400,0,pilot
3883,4,67500,0,2200,pilot
3884,4,35700,0,1600,pilot
3885,4,42400,0,3400,pilot
3886,4,35200,1800,0,pilot
3887,4,65900,0,0,pilot
3888,4,38600,0,0,pilot
3889,4,19100,0,4700,pilot
3890,4,68900,2200,0,pilot
3891,4,43500,1200,3500,pilot
3892,4,59200,2000,0,pilot
3893,4,31800,0,0,pilot
3894,4,53500,1200,0,pilot
3895,4,32400,0,0,pilot
3896,4,12000,2200,3100,pilot
3897,4,30900,1900,4600,pilot
3898,4,19600,1600,3200,pilot
3899,4,12500,1500,0,pilot
3900,4,28900,1600,0,pilot
3901,4,36300,0,0,pilot
3902,4,23100,0,0,pilot
3903,4,57100,0,0,pilot
3904,4,55000,2200,0,pilot
3905,4,51100,1600,3100,pilot
3906,4,47700,0,0,pilot
3907,4,19500,0,0,pilot
3908,4,43400,0,0,pilot
3909,4,44600,1900,3200,pilot
3910,4,23800,0,0,pilot
3911,4,35100,0,1500,pilot
3912,4,26700,1700,0,pilot
3913,4,12000,0,4100,pilot
3914,4,36100,0,0,pilot
3915,4,38100,2000,0,pilot
3916,4,46800,2400,0,pilot
3917,4,19400,0,0,pilot
3918,4,44800,2500,0,pilot
3919,4,53700,1900,0,pilot
3920,4,7400,3200,4900,pilot
3921,4,54200,0,0,pilot
3922,4,38400,0,3300,pilot
3923,4,4600,3000,0,pilot
3924,4,38200,2400,0,pilot
3925,4,12300,0,0,pilot
3926,4,84500,0,0,pilot
3927,4,41600,2200,0,pilot
3928,4,37100,0,0,pilot
3929,4,78100,0,0,pilot
3930,4,28100,0,0,pilot
3931,4,45200,0,0,pilot
3932,4,51900,2100,0,pilot
3933,4,24900,0,0,pilot
3934,4,24200,0,0,pilot
3935,4,39000,3200,0,pilot
3936,4,62900,0,0,pilot
3937,4,54900,0,0,pilot
3938,4,18900,0,0,pilot
3939,4,27000,0,0,pilot
3940,4,18300,2000,0,pilot
3941,4,73600,0,0,pilot
3942,4,34700,2100,0,pilot
3943,4,45200,1400,0,pilot
3944,4,28300,0,0,pilot
3945,4,51500,2400,0,pilot
3946,4,63700,0,0,pilot
3947,4,41200,1200,0,pilot
3948,4,19900,2100,0,pilot
3949,4,29900,0,2300,pilot
3950,4,17600,0,0,pilot
3951,4,45500,1800,0,pilot
3952,4,63300,0,0,pilot
3953,4,36300,0,2300,pilot
3954,4,13900,1500,0,pilot
3955,4,38900,1800,0,pilot
3956,4,35400,1600,0,pilot
3957,4,30400,0,0,pilot
3958,4,34500,0,0,pilot
3959,4,46600,2000,4200,pilot
3960,4,59400,2100,0,pilot
3961,4,39200,0,0,pilot
3962,4,30000,1200,2100,pilot
3963,4,7900,1700,0,pilot
3964,4,55700,2300,2100,pilot
3965,4,46500,2900,2500,pilot
3966,4,49300,0,0,pilot
3967,4,35400,0,0,pilot
3968,4,19400,2600,0,pilot
3969,4,22500,0,0,pilot
3970,4,66700,0,0,pilot
3971,4,5200,3300,0,pilot
3972,4,63700,0,0,pilot
3973,4,48400,0,2600,pilot
3974,4,35000,0,0,pilot
3975,4,9500,0,3100,pilot
3976,4,34400,2700,0,pilot
3977,4,35000,1300,0,pilot
3978,4,7100,0,500,pilot
3979,4,65800,2000,0,pilot
3980,4,72100,0,1100,pilot
3981,4,36800,0,0,pilot
3982,4,49100,2500,0,pilot
3983,4,36000,0,0,pilot
3984,4,46500,2200,0,pilot
3985,4,62000,2200,0,pilot
3986,4,32900,0,4700,pilot
3987,4,50000,0,3100,pilot
3988,4,24100,2800,0,pilot
3989,4,20800,0,0,pilot
3990,4,33900,0,0,pilot
3991,4,36400,2300,0,pilot
3992,4,15700,0,0,pilot
3993,4,9400,1700,2300,pilot
3994,4,38200,1300,0,pilot
3995,4,42700,1800,0,pilot
3996,4,28700,2700,0,pilot
3997,4,32900,3100,0,pilot
3998,4,55600,2000,3500,pilot
3999,4,30900,1600,2700,pilot
4000,4,44200,2100,0,pilot
4001,4,13600,0,0,pilot
4002,4,37500,1900,0,pilot
4003,4,38200,0,0,pilot
4004,4,6800,0,0,pilot
4005,4,33400,0,0,pilot
4006,4,12900,2800,4500,pilot
4007,4,46200,1300,0,pilot
4008,4,56600,0,4000,pilot
4009,4,11200,1900,0,pilot
4010,4,7400,0,0,pilot
4011,4,54100,1700,0,pilot
4012,4,21700,2000,0,pilot
4013,4,53700,1900,0,pilot
4014,4,18200,3000,3500,pilot
4015,4,13300,2700,0,pilot
4016,4,42100,3000,0,pilot
4017,4,77500,2200,0,pilot
4018,4,56700,2600,0,pilot
4019,4,25300,1900,0,pilot
4020,4,48200,0,0,pilot
4021,4,10800,0,0,pilot
4022,4,17500,0,0,pilot
4023,4,29800,0,1600,pilot
4024,4,32600,0,0,pilot
4025,4,40400,0,0,pilot
4026,4,15300,0,4700,pilot
4027,4,30500,0,0,pilot
4028,4,53600,0,0,pilot
4029,4,71000,2300,0,pilot
4030,4,24900,0,0,pilot
4031,4,41800,0,0,pilot
4032,4,41600,0,0,pilot
4033,4,39000,2500,2800,pilot
4034,4,35400,0,0,pilot
4035,4,37600,2700,0,pilot
4036,4,46100,1600,0,pilot
4037,4,56400,2900,3000,pilot
4038,4,23600,0,0,pilot
4039,4,39200,1300,0,pilot
4040,4,12200,2600,2800,pilot
4041,4,43200,0,0,pilot
4042,4,43400,2000,0,pilot
4043,4,42700,0,0,pilot
4044,4,37800,2200,0,pilot
4045,4,24600,0,0,pilot
4046,4,28600,1000,0,pilot
4047,4,53700,0,0,pilot
4048,4,44900,1700,800,pilot
4049,4,34100,1600,0,pilot
4050,4,40200,0,3400,pilot
4051,4,33600,1400,0,pilot
4052,4,31200,0,0,pilot
4053,4,32100,2000,0,pilot
4054,4,8000,0,0,pilot
4055,4,48600,0,0,pilot
4056,4,36400,0,0,pilot
4057,4,44000,0,0,pilot
4058,4,13500,0,0,pilot
4059,4,12300,0,0,pilot
4060,4,50100,2500,0,pilot
4061,4,25800,2900,0,pilot
4062,4,53400,1700,3300,pilot
4063,4,49400,0,0,pilot
4064,4,28100,0,0,pilot
4065,4,31800,0,0,pilot
4066,4,9000,0,0,pilot
4067,4,53600,1700,0,pilot
4068,4,19200,0,0,pilot
4069,4,38400,0,2400,pilot
4070,4,33700,1800,0,pilot
4071,4,18800,0,0,pilot
4072,4,44500,0,0,pilot
4073,4,16900,2700,0,pilot
4074,4,28400,0,3400,pilot
4075,4,14200,2500,3300,pilot
4076,4,60600,3000,0,pilot
4077,4,14400,0,0,pilot
4078,4,5000,0,2500,pilot
4079,4,8000,2000,0,pilot
4080,4,34300,0,0,pilot
4081,4,30400,0,0,pilot
4082,4,21400,1900,2600,pilot
4083,4,21300,0,3400,pilot
4084,4,15900,0,0,pilot
4085,4,15800,0,0,pilot
4086,4,14800,2200,0,pilot
4087,4,16900,0,0,pilot
4088,4,21300,0,0,pilot
4089,4,43100,2100,0,pilot
4090,4,39700,2100,0,pilot
4091,4,42900,0,0,pilot
4092,4,34500,2400,0,pilot
4093,4,32900,0,0,pilot
4094,4,30900,0,0,pilot
4095,4,44700,2300,0,pilot
4096,4,23900,0,0,pilot
4097,4,57500,0,0,pilot
4098,4,35400,0,3700,pilot
4099,4,36400,2000,0,pilot
4100,4,17700,0,0,pilot
4101,4,43900,1100,3300,pilot
4102,4,25500,1700,3400,pilot
4103,4,44300,1700,0,pilot
4104,4,23900,0,0,pilot
4105,4,33900,0,0,pilot
4106,4,43700,0,0,pilot
4107,4,57700,0,0,pilot
4108,4,82000,0,0,pilot
4109,4,20800,2200,0,pilot
4110,4,50300,3200,2800,pilot
4111,4,33800,0,2200,pilot
4112,4,36400,1900,0,pilot
4113,4,52300,1800,0,pilot
4114,4,32100,0,0,pilot
4115,4,24800,0,1200,pilot
4116,4,61600,0,0,pilot
4117,4,30200,3000,2500,pilot
4118,5,34200,1100,0,pilot
4119,5,20800,2000,0,pilot
4120,5,30500,0,0,pilot
4121,5,49300,0,0,pilot
4122,5,12300,0,0,pilot
4123,5,65800,0,0,pilot
4124,5,23000,0,0,pilot
4125,5,43800,2100,0,pilot
4126,5,39800,0,0,pilot
4127,5,18000,1500,0,pilot
4128,5,25700,0,0,pilot
4129,5,14400,0,3800,pilot
4130,5,33600,0,0,pilot
4131,5,37700,0,0,pilot
4132,5,58400,0,0,pilot
4133,5,47300,0,2900,pilot
4134,5,41300,0,3700,pilot
4135,5,35000,0,0,pilot
4136,5,22200,0,2800,pilot
4137,5,77200,2700,0,pilot
4138,5,19300,0,0,pilot
4139,5,63100,0,4100,pilot
4140,5,36800,1600,0,pilot
4141,5,32600,1500,0,pilot
4142,5,57300,0,3700,pilot
4143,5,21100,0,0,pilot
4144,5,28000,2800,0,pilot
4145,5,26300,0,0,pilot
4146,5,43100,1900,0,pilot
4147,5,23800,0,0,pilot
4148,5,18400,3000,0,pilot
4149,5,27500,2800,0,pilot
4150,5,8800,0,0,pilot
4151,5,40900,0,0,pilot
4152,5,14900,1900,0,pilot
4153,5,26400,0,0,pilot
4154,5,65800,2800,0,pilot
4155,5,13400,0,1700,pilot
4156,5,39200,0,3000,pilot
4157,5,14200,0,3000,pilot
4158,5,12400,2200,0,pilot
4159,5,26100,3000,4500,pilot
4160,5,29300,1700,0,pilot
4161,5,21900,1900,0,pilot
4162,5,14000,600,3700,pilot
4163,5,38300,1600,0,pilot
4164,5,73300,2600,0,pilot
4165,5,46800,0,3100,pilot
4166,5,42000,0,0,pilot
4167,5,20200,1900,0,pilot
4168,5,27400,1400,2000,pilot
4169,5,38000,1500,0,pilot
4170,5,40600,2600,0,pilot
4171,5,17100,0,0,pilot
4172,5,61800,3300,0,pilot
4173,5,8800,2100,0,pilot
4174,5,45600,0,0,pilot
4175,5,34300,0,0,pilot
4176,5,47500,0,3800,pilot
4177,5,46900,0,0,pilot
4178,5,72000,1800,0,pilot
4179,5,13400,0,1300,pilot
4180,5,36500,0,0,pilot
4181,5,28800,0,0,pilot
4182,5,44400,0,0,pilot
4183,5,29200,0,0,pilot
4184,5,9400,2200,2800,pilot
4185,5,13300,2000,0,pilot
4186,5,23300,0,4600,pilot
4187,5,51800,0,0,pilot
4188,5,58800,2000,0,pilot
4189,5,7100,0,0,pilot
4190,5,59100,0,0,pilot
4191,5,40300,2200,0,pilot
4192,5,19300,1900,0,pilot
4193,5,32100,0,2400,pilot
4194,5,37000,1800,0,pilot
4195,5,17700,0,0,pilot
4196,5,54300,0,0,pilot
4197,5,61600,0,0,pilot
4198,5,16900,0,0,pilot
4199,5,39900,2100,2000,pilot
4200,5,26200,1100,3100,pilot
4201,5,73500,0,0,pilot
4202,5,46100,0,0,pilot
4203,5,13300,2500,0,pilot
4204,5,30400,0,3200,pilot
4205,5,47700,1900,0,pilot
4206,5,20200,0,0,pilot
4207,5,30200,0,0,pilot
4208,5,16900,0,0,pilot
4209,5,33200,0,3100,pilot
4210,5,47400,0,0,pilot
4211,5,48300,0,0,pilot
4212,5,27300,2600,0,pilot
4213,5,36500,0,0,pilot
4214,5,33900,2800,0,pilot
4215,5,22400,2400,0,pilot
4216,5,36800,1500,0,pilot
4217,5,13600,1800,0,pilot
4218,5,7600,0,0,pilot
4219,5,29800,0,0,pilot
4220,5,27300,2400,3300,pilot
4221,5,33300,0,2600,pilot
4222,5,43600,0,0,pilot
4223,5,42400,0,0,pilot
4224,5,48100,2000,0,pilot
4225,5,52500,0,0,pilot
4226,5,37900,2100,3300,pilot
4227,5,14100,0,0,pilot
4228,5,11300,0,0,pilot
4229,5,45700,0,2400,pilot
4230,5,68000,0,0,pilot
4231,5,55300,0,0,pilot
4232,5,31700,0,0,pilot
4233,5,15800,0,0,pilot
4234,5,32900,0,3600,pilot
4235,5,29000,1700,0,pilot
4236,5,4100,1100,2000,pilot
4237,5,38500,1800,0,pilot
4238,5,12000,0,3300,pilot
4239,5,41100,1600,4300,pilot
4240,5,4100,0,0,pilot
4241,5,22200,0,4000,pilot
4242,5,29400,2000,0,pilot
4243,5,62100,1600,0,pilot
4244,5,50700,2200,0,pilot
4245,5,57600,0,0,pilot
4246,5,41000,0,0,pilot
4247,5,38300,1700,5400,pilot
4248,5,17400,2400,0,pilot
4249,5,39000,0,2600,pilot
4250,5,52600,2500,0,pilot
4251,5,69500,0,0,pilot
4252,5,17600,1900,0,pilot
4253,5,51500,0,0,pilot
4254,5,34600,0,0,pilot
4255,5,48700,2400,0,pilot
4256,5,45700,2200,0,pilot
4257,5,40900,0,0,pilot
4258,5,9200,0,0,pilot
4259,5,68700,2700,0,pilot
4260,5,20500,0,3300,pilot
4261,5,63700,0,0,pilot
4262,5,50100,0,3900,pilot
4263,5,22100,800,2600,pilot
4264,5,32100,0,0,pilot
4265,5,52000,1200,0,pilot
4266,5,13000,0,0,pilot
4267,5,61800,0,3900,pilot
4268,5,51100,2200,3500,pilot
4269,5,38900,0,0,pilot
4270,5,25800,0,3500,pilot
4271,5,15800,0,0,pilot
4272,5,48700,1400,0,pilot
4273,5,26800,0,0,pilot
4274,5,59700,1400,0,pilot
4275,5,60700,0,0,pilot
4276,5,11800,0,2300,pilot
4277,5,81600,2000,3700,pilot
4278,5,39300,1400,2800,pilot
4279,5,62100,0,1500,pilot
4280,5,30800,0,0,pilot
4281,5,58900,0,0,pilot
4282,5,30500,0,3800,pilot
4283,5,57300,0,0,pilot
4284,5,31600,0,0,pilot
4285,5,46500,0,0,pilot
4286,5,57600,1500,3400,pilot
4287,5,20300,0,0,pilot
4288,5,20600,0,0,pilot
4289,5,31600,0,2100,pilot
4290,5,27000,0,0,pilot
4291,5,17800,0,0,pilot
4292,5,29600,2100,1300,pilot
4293,5,32600,0,0,pilot
4294,5,16700,2000,2000,pilot
4295,5,34400,1400,0,pilot
4296,5,21200,0,3600,pilot
4297,5,48300,2400,0,pilot
4298,5,6500,0,0,pilot
4299,5,26800,1800,0,pilot
4300,5,47800,2000,4900,pilot
4301,5,60900,0,4000,pilot
4302,5,61500,0,0,pilot
4303,5,48200,0,3400,pilot
4304,5,29500,0,0,pilot
4305,5,58900,1300,2800,pilot
4306,5,24500,0,0,pilot
4307,5,13400,2600,0,pilot
4308,5,34300,0,3100,pilot
4309,5,37300,0,0,pilot
4310,5,17500,0,0,pilot
4311,5,58200,900,0,pilot
4312,5,22200,1900,0,pilot
4313,5,32400,2000,0,pilot
4314,5,32400,0,0,pilot
4315,5,66500,0,0,pilot
4316,5,16700,2200,0,pilot
4317,5,13900,0,0,pilot
4318,5,40500,0,0,pilot
4319,5,43800,0,0,pilot
4320,5,25000,1700,0,pilot
4321,5,35200,0,0,pilot
4322,5,10500,0,0,pilot
4323,5,66100,0,4000,pilot
4324,5,22100,2100,0,pilot
4325,5,52100,0,0,pilot
4326,5,54000,0,0,pilot
4327,5,29900,0,2500,pilot
4328,5,23500,0,0,pilot
4329,5,28700,0,3700,pilot
4330,5,45100,1900,0,pilot
4331,5,18500,1000,0,pilot
4332,5,33800,0,0,pilot
4333,5,30100,0,0,pilot
4334,5,11000,0,0,pilot
4335,5,44900,0,0,pilot
4336,5,17000,2700,0,pilot
4337,5,20900,2300,0,pilot
4338,5,44600,0,0,pilot
4339,5,56700,1800,0,pilot
4340,5,51600,2600,0,pilot
4341,5,49200,0,0,pilot
4342,5,51900,2400,1800,pilot
4343,5,39400,1900,0,pilot
4344,6,25400,0,0,pilot
4345,6,19800,1900,0,pilot
4346,6,28000,2500,1800,pilot
4347,6,21300,2600,0,pilot
4348,6,44000,0,3000,pilot
4349,6,27600,0,0,pilot
4350,6,33400,0,5000,pilot
4351,6,44900,0,0,pilot
4352,6,31700,0,0,pilot
4353,6,17700,1900,0,pilot
4354,6,11100,2100,0,pilot
4355,6,42900,1700,0,pilot
4356,6,52100,0,0,pilot
4357,6,46400,0,0,pilot
4358,6,29700,0,0,pilot
4359,6,64800,2000,0,pilot
4360,6,42500,0,0,pilot
4361,6,32800,0,0,pilot
4362,6,36200,0,0,pilot
4363,6,13800,2000,2200,pilot
4364,6,36800,0,0,pilot
4365,6,68200,0,2700,pilot
4366,6,36400,0,2100,pilot
4367,6,30200,2100,0,pilot
4368,6,21900,1400,2300,pilot
4369,6,70000,0,0,pilot
4370,6,34300,0,0,pilot
4371,6,45600,1800,0,pilot
4372,6,63300,2800,1700,pilot
4373,6,69500,0,0,pilot
4374,6,34800,2200,0,pilot
4375,6,48900,3200,0,pilot
4376,6,43000,0,0,pilot
4377,6,51300,0,0,pilot
4378,6,45100,900,0,pilot
4379,6,57500,0,0,pilot
4380,6,70300,2100,0,pilot
4381,6,69700,0,2100,pilot
4382,6,20800,0,0,pilot
4383,6,35100,0,0,pilot
4384,6,42400,2300,0,pilot
4385,6,30100,3100,0,pilot
4386,6,74900,0,0,pilot
4387,6,49400,0,0,pilot
4388,6,32100,0,0,pilot
4389,6,58100,2700,4000,pilot
4390,6,11400,0,0,pilot
4391,6,28600,0,0,pilot
4392,6,32500,0,0,pilot
4393,6,60000,0,0,pilot
4394,6,33900,0,0,pilot
4395,6,74100,2000,0,pilot
4396,6,12600,0,3200,pilot
4397,6,29900,0,0,pilot
4398,6,26400,0,0,pilot
4399,6,27300,0,0,pilot
4400,6,74000,1600,0,pilot
4401,6,40900,1900,0,pilot
4402,6,32400,1100,0,pilot
4403,6,18900,1700,0,pilot
4404,6,62100,2700,0,pilot
4405,6,42000,0,0,pilot
4406,6,40300,0,0,pilot
4407,6,50400,0,0,pilot
4408,6,48200,1800,0,pilot
4409,6,46100,0,0,pilot
4410,6,48700,0,0,pilot
4411,6,17100,0,0,pilot
4412,6,38500,1900,0,pilot
4413,6,26700,0,0,pilot
4414,6,14100,1600,0,pilot
4415,6,61800,2500,3300,pilot
4416,6,64400,0,3800,pilot
4417,6,62200,1000,0,pilot
4418,6,48000,2000,0,pilot
4419,6,44800,2300,0,pilot
4420,6,12000,400,0,pilot
4421,6,27800,0,0,pilot
4422,6,11900,1700,0,pilot
4423,6,38600,0,1100,pilot
4424,6,41200,1800,0,pilot
4425,6,23000,0,0,pilot
4426,6,54300,0,2300,pilot
4427,6,18700,1900,0,pilot
4428,6,57300,0,0,pilot
4429,6,55700,0,4300,pilot
4430,6,35200,2300,0,pilot
4431,6,56900,0,0,pilot
4432,6,49600,2300,0,pilot
4433,6,21500,1700,2700,pilot
4434,6,48800,0,2300,pilot
4435,6,4200,1500,0,pilot
4436,6,5900,0,2400,pilot
4437,6,39100,0,0,pilot
4438,6,50800,0,0,pilot
4439,6,48800,2600,0,pilot
4440,6,31600,1400,2600,pilot
4441,6,24100,0,1100,pilot
4442,6,81600,0,0,pilot
4443,6,50300,0,0,pilot
4444,6,25000,2300,1600,pilot
4445,6,41300,1600,0,pilot
4446,6,49200,2000,0,pilot
4447,6,29800,0,0,pilot
4448,6,54700,0,0,pilot
4449,6,30700,2100,0,pilot
4450,6,42200,0,3200,pilot
4451,6,62900,0,4200,pilot
4452,6,26300,0,0,pilot
4453,6,64900,0,0,pilot
4454,6,38500,2500,0,pilot
4455,6,48600,0,2400,pilot
4456,6,8600,0,0,pilot
4457,6,45600,2000,0,pilot
4458,6,13500,0,1700,pilot
4459,6,63000,1300,0,pilot
4460,6,40300,900,2900,pilot
4461,6,36400,0,0,pilot
4462,6,51700,0,0,pilot
4463,6,45300,1300,0,pilot
4464,6,46300,1500,0,pilot
4465,6,38100,0,0,pilot
4466,6,14200,0,0,pilot
4467,6,79200,0,0,pilot
4468,6,35300,0,2600,pilot
4469,6,16600,0,0,pilot
4470,6,48300,0,0,pilot
4471,6,53300,0,0,pilot
4472,6,68300,0,0,pilot
4473,6,21600,2200,0,pilot
4474,6,19100,0,0,pilot
4475,6,30000,0,0,pilot
4476,6,22900,0,2200,pilot
4477,6,10100,1500,3200,pilot
4478,6,45600,2100,0,pilot
4479,6,44400,0,0,pilot
4480,6,41000,2900,0,pilot
4481,6,69600,3300,0,pilot
4482,6,19400,0,0,pilot
4483,6,23100,2900,0,pilot
4484,6,41800,1700,0,pilot
4485,6,30700,2400,0,pilot
4486,6,23100,1700,1600,pilot
4487,6,44300,2500,3100,pilot
4488,6,40200,2200,0,pilot
4489,6,33900,0,0,pilot
4490,6,4700,0,0,pilot
4491,6,46200,0,0,pilot
4492,6,10900,0,0,pilot
4493,6,9900,0,0,pilot
4494,6,13300,1100,0,pilot
4495,6,74800,1400,0,pilot
4496,6,13200,700,2700,pilot
4497,6,72000,2400,0,pilot
4498,6,48400,0,0,pilot
4499,6,19800,0,0,pilot
4500,6,23500,0,0,pilot
4501,6,35800,0,0,pilot
4502,6,74500,2600,0,pilot
4503,6,24700,1900,4400,pilot
4504,6,11200,2200,2900,pilot
4505,6,49100,2700,3000,pilot
4506,6,59500,1800,0,pilot
4507,6,25000,0,0,pilot
4508,6,16900,1900,1700,pilot
4509,6,21800,2300,0,pilot
4510,6,26400,2400,0,pilot
4511,6,31500,0,0,pilot
4512,6,64300,3200,0,pilot
4513,6,9100,0,0,pilot
4514,6,13000,0,0,pilot
4515,6,14700,0,0,pilot
4516,6,49600,0,0,pilot
4517,6,5400,1500,0,pilot
4518,6,30900,1900,0,pilot
4519,6,26800,2100,0,pilot
4520,6,31400,0,0,pilot
4521,6,50700,0,0,pilot
4522,6,70800,1100,0,pilot
4523,6,43900,0,0,pilot
4524,6,48900,0,0,pilot
4525,6,36500,0,0,pilot
4526,6,54500,2500,0,pilot
4527,6,40000,0,0,pilot
4528,6,36500,0,0,pilot
4529,6,63800,0,0,pilot
4530,6,60800,3000,0,pilot
4531,6,24700,1700,1600,pilot
4532,6,59000,0,0,pilot
4533,6,75600,0,0,pilot
4534,6,9600,0,0,pilot
4535,6,24900,0,0,pilot
4536,6,32000,2700,0,pilot
4537,6,16300,1600,0,pilot
4538,6,24700,2000,0,pilot
4539,6,20800,0,0,pilot
4540,6,26800,0,2600,pilot
4541,6,47600,2200,0,pilot
4542,6,12100,0,0,pilot
4543,6,22100,2800,0,pilot
4544,6,62100,800,0,pilot
4545,6,46700,0,2300,pilot
4546,6,71600,0,0,pilot
4547,6,47100,0,0,pilot
4548,6,20000,2300,0,pilot
4549,6,36000,0,0,pilot
4550,6,46800,1500,0,pilot
4551,6,46900,1000,0,pilot
4552,6,48200,0,4600,pilot
4553,6,21500,2500,700,pilot
4554,6,35800,0,4000,pilot
4555,6,44300,2000,0,pilot
4556,6,46800,0,0,pilot
4557,6,41200,0,0,pilot
4558,6,29300,2600,0,pilot
4559,6,13000,3000,0,pilot
4560,6,62700,2500,2900,pilot
4561,6,37100,2500,0,pilot
4562,6,45100,0,0,pilot
4563,6,24800,0,0,pilot
4564,6,41500,1900,0,pilot
4565,6,19700,0,0,pilot
4566,6,47400,1800,0,pilot
4567,6,44300,0,0,pilot
4568,6,46700,0,4400,pilot
4569,6,39200,1100,0,pilot
4570,6,16400,0,0,pilot
4571,6,33200,1700,0,pilot
4572,6,53700,1600,2500,pilot
4573,6,27600,2400,0,pilot
4574,6,47800,0,0,pilot
4575,6,23000,0,0,pilot
4576,6,13900,0,0,pilot
4577,6,7200,0,0,pilot
4578,6,52900,1900,0,pilot
4579,6,13000,2800,0,pilot
4580,6,32600,2500,2200,pilot
4581,6,45300,1700,0,pilot
4582,6,21000,3300,3200,pilot
4583,6,18300,0,2900,pilot
4584,6,43200,0,0,pilot
4585,6,15100,2700,3400,pilot
4586,6,44900,2900,0,pilot
4587,6,73300,900,0,pilot
4588,6,54100,1400,0,pilot
4589,6,49400,0,0,pilot
4590,6,29100,3400,0,pilot
4591,6,34100,0,0,pilot
4592,6,32500,0,0,pilot
4593,6,19100,1500,0,pilot
4594,6,42200,1800,1600,pilot
4595,6,39300,1600,0,pilot
4596,6,41800,1500,0,pilot
4597,6,30100,1900,0,pilot
4598,6,8900,2600,0,pilot
4599,7,54600,0,0,pilot
4600,7,35100,0,0,pilot
4601,7,38700,1700,0,pilot
4602,7,6600,2800,0,pilot
4603,7,45200,0,0,pilot
4604,7,61900,1400,0,pilot
4605,7,25900,1100,0,pilot
4606,7,76300,0,0,pilot
4607,7,43700,0,2900,pilot
4608,7,26200,0,0,pilot
4609,7,10900,2100,0,pilot
4610,7,50700,2300,4700,pilot
4611,7,36300,0,3100,pilot
4612,7,27800,0,0,pilot
4613,7,30800,0,2100,pilot
4614,7,22700,0,0,pilot
4615,7,23400,0,0,pilot
4616,7,27400,0,3200,pilot
4617,7,28100,0,0,pilot
4618,7,34700,0,0,pilot
4619,7,16300,0,3800,pilot
4620,7,58600,0,0,pilot
4621,7,43900,0,0,pilot
4622,7,18800,1500,0,pilot
4623,7,36600,2300,0,pilot
4624,7,18900,1600,3000,pilot
4625,7,21800,1900,3100,pilot
4626,7,50300,2400,0,pilot
4627,7,46200,2500,0,pilot
4628,7,6100,0,3400,pilot
4629,7,31100,1600,0,pilot
4630,7,95700,2600,0,pilot
4631,7,8700,1900,0,pilot
4632,7,93200,2100,0,pilot
4633,7,13500,2300,0,pilot
4634,7,29500,0,0,pilot
4635,7,36000,0,0,pilot
4636,7,49800,2000,4300,pilot
4637,7,56000,1600,0,pilot
